id,repository,number,kind,state,merged,title,jev_top,p_top,jev_second,p_second
java453,socket.io-client-java,453,issue,closed,False,strange exception ,defect_fixed_or_obsolete,0.6,defect_current,0.18000000000000002
java454,socket.io-client-java,454,issue,closed,False,Is socket.io-client-java(version 1.0.0) compatible with socket.io 2.0 and later?,support_question,0.92,defect_fixed_or_obsolete,0.07
java455,socket.io-client-java,455,issue,closed,False,Android Socket io multiple event,support_question,0.64,defect_fixed_or_obsolete,0.22
java456,socket.io-client-java,456,issue,open,False,Can't reconnect after internet connection restablished in current version,defect_current,0.93,defect_fixed_or_obsolete,0.07
java457,socket.io-client-java,457,issue,closed,False,How to send message with multi listener,support_question,1,pr_non_functional,0
java458,socket.io-client-java,458,issue,closed,False,"Android 6.0 cannot connect to socket.io server, returning ""xhl poll error""",support_question,0.71,defect_current,0.12
java459,socket.io-client-java,459,issue,closed,False,Emitter.Listener sometime don't download all messages chat,defect_current,0.74,support_question,0.11
java460,socket.io-client-java,460,issue,closed,False,Library seems not to allow simultanous connections of more than around 5,support_question,0.47,docs_gap,0.42
java461,socket.io-client-java,461,issue,closed,False,Close Threads poll,support_question,0.87,docs_gap,0.12
java462,socket.io-client-java,462,issue,closed,False,Connecting to flask-socketio with authentication,support_question,1,pr_non_functional,0
java463,socket.io-client-java,463,issue,closed,False,XHR Poll error ,support_question,0.53,docs_gap,0.24
java464,socket.io-client-java,464,issue,open,False,Disconnection issue,defect_fixed_or_obsolete,0.92,defect_current,0.08
java465,socket.io-client-java,465,issue,closed,False,net::ERR_INSECURE_RESPONSE,support_question,0.8,defect_fixed_or_obsolete,0.1
java466,socket.io-client-java,466,issue,closed,False,Socket.io-client - Streaming from server.,support_question,0.94,docs_gap,0.03
java467,socket.io-client-java,467,issue,closed,False,SocketIO-client not responding on https,support_question,0.71,defect_fixed_or_obsolete,0.15
java468,socket.io-client-java,468,issue,closed,False,AWS App Load balancer Cookie-based sticky sessions,support_question,0.67,defect_fixed_or_obsolete,0.25
java469,socket.io-client-java,469,issue,closed,False,unable to emit ,support_question,0.8,insufficient_evidence,0.09
java470,socket.io-client-java,470,issue,closed,False,arabic not work in v 1.0.0 but work fine in v 0.8.3,docs_gap,0.32,insufficient_evidence,0.27
java471,socket.io-client-java,471,issue,open,False,Exception java.lang.StringIndexOutOfBoundsException: length=1; index=48,defect_current,0.99,defect_fixed_or_obsolete,0.01
java472,socket.io-client-java,472,issue,closed,False,Joining multiple namespaces on a single client instance.,support_question,0.37,feature_request,0.31
java473,socket.io-client-java,473,issue,closed,False,Fatal Exception: java.lang.ArrayIndexOutOfBoundsException,build_packaging_env,0.45,defect_fixed_or_obsolete,0.33
java474,socket.io-client-java,474,issue,open,False,Stop reconnection,support_question,0.88,defect_current,0.1
java475,socket.io-client-java,475,issue,closed,False,"No ""Socket.onAny(Event)"" function in Java",feature_request,0.85,defect_fixed_or_obsolete,0.14
java476,socket.io-client-java,476,issue,open,False,Socket is not reconnecting,defect_current,0.65,support_question,0.34
java477,socket.io-client-java,477,issue,closed,False,StopIteration error on connection [Wrong Place],duplicate_invalid_spam,1,support_question,0
java478,socket.io-client-java,478,pr,closed,False,Update Uri.java,duplicate_invalid_spam,0.79,pr_functional,0.17
java479,socket.io-client-java,479,issue,closed,False,Using Whisper in Socket IO Android,support_question,0.8200000000000001,feature_request,0.18
java480,socket.io-client-java,480,issue,open,False,Disconnecting Issue on new version (V1.0),defect_current,0.78,defect_fixed_or_obsolete,0.17
java481,socket.io-client-java,481,issue,closed,False,no able to connect from a cross origin client,insufficient_evidence,0.79,support_question,0.15
java482,socket.io-client-java,482,pr,closed,False,Update Uri.java,duplicate_invalid_spam,0.87,pr_functional,0.08
java483,socket.io-client-java,483,pr,closed,False,Uri.java,duplicate_invalid_spam,0.85,pr_functional,0.1
java484,socket.io-client-java,484,pr,closed,False,Update Uri.java,defect_fixed_or_obsolete,0.6,pr_functional,0.37
java485,socket.io-client-java,485,issue,open,False,android socket.io native heap leak,defect_current,0.92,defect_fixed_or_obsolete,0.06
java486,socket.io-client-java,486,issue,closed,False,Android Client doesnt receive broadcast.emit message from node server,support_question,0.75,insufficient_evidence,0.14
java487,socket.io-client-java,487,issue,closed,False,Bug in SDK10!,defect_fixed_or_obsolete,0.83,build_packaging_env,0.11
java488,socket.io-client-java,488,issue,closed,False,Not Found socket.io 0.8.3!,build_packaging_env,0.36,docs_gap,0.27
java489,socket.io-client-java,489,issue,closed,False,i cant send message to the server and data not receving?,support_question,0.83,defect_fixed_or_obsolete,0.1
java490,socket.io-client-java,490,issue,closed,False,"Expected 'Connection' header value 'Upgrade' but was '""null""",defect_current,0.64,support_question,0.19
java491,socket.io-client-java,491,issue,open,False,android socketio aways disconnect transport error,support_question,0.74,defect_current,0.17
java492,socket.io-client-java,492,issue,closed,False,RxJava,support_question,0.97,feature_request,0.02
java493,socket.io-client-java,493,issue,open,False,SocketIO ThreadPoolExecuter error while unit-testing,defect_current,0.38,support_question,0.26
java494,socket.io-client-java,494,issue,closed,False,Kotlin Socket.io not connecting,support_question,0.97,defect_fixed_or_obsolete,0.02
java495,socket.io-client-java,495,issue,closed,False,JWT Authorization Error Handling,support_question,0.99,docs_gap,0.01
java496,socket.io-client-java,496,issue,closed,False,Battery saving practices,support_question,1,feature_request,0
java497,socket.io-client-java,497,issue,open,False,send file,support_question,0.96,feature_request,0.04
java498,socket.io-client-java,498,issue,closed,False,can't configure logging framework,feature_request,0.49,docs_gap,0.42
java499,socket.io-client-java,499,issue,closed,False,de-couple json framework from the client,duplicate_invalid_spam,0.92,feature_request,0.08
java500,socket.io-client-java,500,issue,closed,False,Can't work at socket.io 2.0 server???,defect_fixed_or_obsolete,0.67,support_question,0.26
java501,socket.io-client-java,501,issue,closed,False,Doze mode,support_question,0.61,docs_gap,0.39
java502,socket.io-client-java,502,issue,closed,False,How to check if the node js server is running ?,support_question,1,feature_request,0
java503,socket.io-client-java,503,issue,closed,False, not working with AWS sticky session,support_question,0.72,docs_gap,0.19
java504,socket.io-client-java,504,issue,closed,False,Suggest me good practices for keep socket-io connected in Android oreo ,support_question,0.96,docs_gap,0.04
java505,socket.io-client-java,505,issue,closed,False,NullPointerException (io.socket.client.Socket.onevent(Unknown Source)),defect_fixed_or_obsolete,0.56,defect_current,0.44
java506,socket.io-client-java,506,issue,closed,False,"extraHeaders, forceWebsockets and connectParams in java client",feature_request,0.6900000000000001,defect_fixed_or_obsolete,0.21
java507,socket.io-client-java,507,issue,closed,False,Cannot Read data from the server,support_question,0.96,defect_fixed_or_obsolete,0.02
java508,socket.io-client-java,508,issue,closed,False,Crash socket-io-client,defect_fixed_or_obsolete,0.99,defect_current,0.01
java509,socket.io-client-java,509,issue,closed,False,Socket java client disconnects and connects repeatedly,support_question,0.9,defect_fixed_or_obsolete,0.08
java510,socket.io-client-java,510,issue,open,False,cache messages to be sent after device goes online,support_question,0.85,feature_request,0.12
java511,socket.io-client-java,511,issue,open,False,Socket io is randomly corrupting the data in other font ,defect_current,0.9,insufficient_evidence,0.05
java512,socket.io-client-java,512,issue,closed,False,Catching the raw data to make socket connection persistent,feature_request,0.39,support_question,0.35
java513,socket.io-client-java,513,issue,open,False,Cant send query string ,support_question,0.52,defect_current,0.47
java514,socket.io-client-java,514,issue,closed,False,Socket disconnecting with transport error in android,support_question,0.5,defect_current,0.33
java515,socket.io-client-java,515,issue,open,False,cannot send large buffers,defect_current,0.99,insufficient_evidence,0.01
java516,socket.io-client-java,516,issue,closed,False,Cannot use HTTPS with websocket only transport,docs_gap,0.62,support_question,0.32
java517,socket.io-client-java,517,pr,closed,False,Emit with timeout,pr_functional,0.56,feature_request,0.43
java518,socket.io-client-java,518,pr,open,False,update maven plugins versions and fix javadoc-plugin to work with jdk10,build_packaging_env,0.51,pr_non_functional,0.49
java519,socket.io-client-java,519,issue,closed,False,Socket auto send storage message,defect_fixed_or_obsolete,0.47,support_question,0.27
java520,socket.io-client-java,520,issue,closed,False,Can't add extra headers like it is implemented on js or swift,defect_fixed_or_obsolete,0.73,feature_request,0.26
java521,socket.io-client-java,521,issue,closed,False,Always getting 401~BADFORMAT exception,support_question,0.81,defect_fixed_or_obsolete,0.15
java522,socket.io-client-java,522,issue,closed,False,Getting too many ClassCastException logs,defect_current,0.67,insufficient_evidence,0.2
java523,socket.io-client-java,523,issue,open,False,socket.io disconnected after 7 minutes.,support_question,0.56,defect_fixed_or_obsolete,0.34
java524,socket.io-client-java,524,issue,closed,False,unable to implement sticket sessions with aws load balancer ,support_question,0.87,docs_gap,0.12
java525,socket.io-client-java,525,issue,closed,False,Fatal Exception: java.lang.ClassCastException android.system.UnixSocketAddress cannot be cast to java.net.InetSocketAddress,defect_fixed_or_obsolete,1,defect_current,0
java526,socket.io-client-java,526,issue,closed,False, onError: io.socket.engineio.client.EngineIOException: xhr post error,support_question,0.7,insufficient_evidence,0.11
java527,socket.io-client-java,527,issue,closed,False,'void io.github.sac.Socket$Channel.publish(java.lang.Object)' on a null object reference,insufficient_evidence,0.65,defect_current,0.17
java528,socket.io-client-java,528,issue,closed,False,Connect is OK | Authentification is OK | But cookie seems to make fail create the room.,support_question,0.93,docs_gap,0.05
java529,socket.io-client-java,529,issue,closed,False,Add the ability to set Options without recreating socket object,feature_request,0.68,defect_fixed_or_obsolete,0.18
java530,socket.io-client-java,530,issue,closed,False,Manager.EVENT_TRANSPORT doesn't work,defect_current,0.38,support_question,0.35
java531,socket.io-client-java,531,issue,closed,False,Copyright statement missing,docs_gap,0.42,defect_fixed_or_obsolete,0.3
java532,socket.io-client-java,532,issue,closed,False,Cannot connect socketio and always get errors,build_packaging_env,0.94,defect_fixed_or_obsolete,0.05
java533,socket.io-client-java,533,issue,closed,False,Socket can not handle more than one transport type,defect_current,0.8,support_question,0.14
java534,socket.io-client-java,534,issue,closed,False,Is there any socket.io-java for server side?,support_question,0.97,docs_gap,0.01
java535,socket.io-client-java,535,issue,closed,False,connect socket.io android client through a reverse proxy server to socket server,support_question,0.98,defect_fixed_or_obsolete,0.02
java536,socket.io-client-java,536,issue,closed,False,Sent data to server always as Array,feature_request,0.42,support_question,0.28
java537,socket.io-client-java,537,issue,open,False,subscribe to channel ,support_question,0.98,feature_request,0.01
java538,socket.io-client-java,538,issue,closed,False,Unable to use Transport Header,support_question,0.66,defect_fixed_or_obsolete,0.29
java539,socket.io-client-java,539,issue,open,False,RejectedExecutionException after sleep in okhttp3.internal.ws.RealWebSocket.connect,defect_current,0.93,defect_fixed_or_obsolete,0.05
java540,socket.io-client-java,540,pr,closed,True,Fix broken link in README,pr_non_functional,1,defect_current,0
java541,socket.io-client-java,541,pr,closed,False,add timeout,pr_functional,0.81,feature_request,0.09
java542,socket.io-client-java,542,issue,closed,False,CloudFront blocks my socket io requests from Android app,support_question,0.87,insufficient_evidence,0.11
java543,socket.io-client-java,543,issue,closed,False,(HTTPLog)-Static: isSBSettingEnabled false Makes com.github.nkzawa.socketio.client.Socket Unable to Emit Successfully,defect_fixed_or_obsolete,0.38,defect_current,0.31
java544,socket.io-client-java,544,issue,closed,False,Emitter.Listener not found,support_question,0.89,docs_gap,0.06
java545,socket.io-client-java,545,issue,open,False,Question: How to import as module?,support_question,0.81,build_packaging_env,0.12
java546,socket.io-client-java,546,issue,closed,False,Conflict with Retrofit,defect_current,0.42,support_question,0.31
java547,socket.io-client-java,547,issue,closed,False,OkHttp Threads hang after disconnect ,support_question,0.66,docs_gap,0.22
java548,socket.io-client-java,548,issue,closed,False,Socket IO Android Client Not Working In Android 8.0 Oreo Above,support_question,0.93,docs_gap,0.06
java549,socket.io-client-java,549,issue,closed,False,Sockets get connect disconnect on every 10 seconds. ,support_question,0.86,defect_fixed_or_obsolete,0.1
java550,socket.io-client-java,550,issue,closed,False,Upload and download size are the same,support_question,0.93,defect_current,0.05
java551,socket.io-client-java,551,issue,closed,False,ClassException: java.lang.ClassCastException: com.github.nkzawa.socketio.client.Socket$7 ,support_question,0.54,defect_fixed_or_obsolete,0.15
java552,socket.io-client-java,552,issue,closed,False,Connect to a server with a specific ip and port,support_question,1,duplicate_invalid_spam,0
java553,socket.io-client-java,553,issue,closed,False,Is this project discontinued ?,support_question,0.94,insufficient_evidence,0.04
java554,socket.io-client-java,554,issue,closed,False,Not working on Android 8.0+ due to SELinux issues,support_question,0.79,docs_gap,0.18
java555,socket.io-client-java,555,issue,closed,False,"Exception while connecting ""java.net.MalformedURLException: unknown protocol: wss""",defect_fixed_or_obsolete,0.97,support_question,0.03
java556,socket.io-client-java,556,issue,closed,False,new connection problem,support_question,0.95,defect_current,0.04
java557,socket.io-client-java,557,issue,closed,False,Version,support_question,0.97,docs_gap,0.03
java558,socket.io-client-java,558,issue,closed,False,The requested item could not be loaded on Android 9,support_question,0.3,defect_fixed_or_obsolete,0.27
java559,socket.io-client-java,559,issue,closed,False,Emitter is called multiple times,defect_current,0.83,insufficient_evidence,0.16
java560,socket.io-client-java,560,issue,closed,False,"Socket IO wont connect on Oreo, even when my background service is running",support_question,0.68,docs_gap,0.32
java561,socket.io-client-java,561,issue,closed,False,Invalid namespace,defect_fixed_or_obsolete,0.59,support_question,0.32
java562,socket.io-client-java,562,issue,closed,False,io.socket.engineio.client.EngineIOException: server error,support_question,0.48,defect_fixed_or_obsolete,0.47
java563,socket.io-client-java,563,issue,closed,False,Error: websocket error,support_question,0.96,defect_fixed_or_obsolete,0.03
java564,socket.io-client-java,564,issue,closed,False,java.io.IOException: 400,support_question,0.69,feature_request,0.12
java565,socket.io-client-java,565,issue,open,False,how to send image? and how to server receive the image?,support_question,0.99,docs_gap,0.01
java566,socket.io-client-java,566,issue,closed,False,Caused by: javax.net.ssl.SSLHandshakeException: java,insufficient_evidence,0.97,defect_current,0.02
java567,socket.io-client-java,567,issue,closed,False,Sending a String Ack which looks like a JSON is stringified,defect_current,0.64,support_question,0.25
java568,socket.io-client-java,568,issue,closed,False,Please help me out asap . java.lang.NullPointerException: ,defect_fixed_or_obsolete,0.7,defect_current,0.21
java569,socket.io-client-java,569,issue,closed,False,Add Window level ( change contrast / Brightness of view )effect on image (JPEG) in flutter development,duplicate_invalid_spam,0.91,support_question,0.05
java570,socket.io-client-java,570,issue,closed,False,Please don't give up!,duplicate_invalid_spam,0.34,support_question,0.29
java571,socket.io-client-java,571,issue,closed,False,连接时怎么选择NameSpace,support_question,0.83,defect_current,0.12
java572,socket.io-client-java,572,issue,closed,False,Use websocket only on android,support_question,0.99,docs_gap,0.01
java573,socket.io-client-java,573,issue,closed,False,ca parameters on ack.call(),support_question,0.96,docs_gap,0.04
java574,socket.io-client-java,574,issue,closed,False,Issues with AWS Load balancing and sticky sessions,support_question,0.94,docs_gap,0.06
java575,socket.io-client-java,575,issue,open,False,"When the phone is in standby, the socket io will be disconnected from the service and cannot be reconnected in the background. The service is alive and can access the normal network, but the socket io cannot establish a connection with the server.",defect_current,0.58,support_question,0.4
java576,socket.io-client-java,576,issue,closed,False,Don't process socket.connect() if already reconnecting,defect_current,0.66,pr_functional,0.21000000000000002
java577,socket.io-client-java,577,pr,closed,True,Don't process socket.connect() if we are already re-connecting.,pr_functional,0.81,defect_fixed_or_obsolete,0.17
java578,socket.io-client-java,578,issue,closed,False,problem with com.github.nkzawa.emitter.Emitter,build_packaging_env,0.51,defect_fixed_or_obsolete,0.48
java579,socket.io-client-java,579,issue,closed,False,"做socket链接的时候,只能链接5个",support_question,0.98,docs_gap,0.01
java580,socket.io-client-java,580,issue,open,False,TextView.setText() giving an error about thread in socket.io java client,support_question,0.99,defect_current,0.01
java581,socket.io-client-java,581,issue,closed,False,How to add Headers  when connect Socket Server?,support_question,0.98,defect_fixed_or_obsolete,0.02
java582,socket.io-client-java,582,issue,closed,False,xhr poll error or websocket error solution in android9,support_question,0.7,build_packaging_env,0.16
java583,socket.io-client-java,583,issue,closed,False,all sockets of mine 's socket.id are the same one,insufficient_evidence,0.54,support_question,0.28
java584,socket.io-client-java,584,issue,closed,False,is it possible to transfer custom object instead of json object?,insufficient_evidence,0.54,support_question,0.26
java585,socket.io-client-java,585,issue,open,False,Socket reuse,support_question,1,feature_request,0
java586,socket.io-client-java,586,pr,closed,True,Add Import hints to readme,pr_non_functional,0.99,docs_gap,0.01
java587,socket.io-client-java,587,issue,closed,False,Confusing README.md,docs_gap,0.98,defect_fixed_or_obsolete,0.02
java588,socket.io-client-java,588,issue,closed,False,I am using this socket io library in my project but i dont know where and how this crash on my app?,defect_fixed_or_obsolete,0.88,build_packaging_env,0.07
java589,socket.io-client-java,589,issue,closed,False,Variable length of args.length ,support_question,0.75,defect_current,0.21
java590,socket.io-client-java,590,issue,closed,False,threw an exception for android,build_packaging_env,0.68,defect_fixed_or_obsolete,0.13
java591,socket.io-client-java,591,issue,closed,False,Is this plugin still active?,support_question,0.81,insufficient_evidence,0.09
java592,socket.io-client-java,592,issue,closed,False,"Multiple events will be queued, how to solve",support_question,0.69,defect_current,0.15
java593,socket.io-client-java,593,issue,open,False,OutOfMemoryError (Socket.java:492),defect_current,0.97,defect_fixed_or_obsolete,0.02
java594,socket.io-client-java,594,issue,closed,False,java.lang.IllegalStateException: null (when connecting server with namespace),defect_fixed_or_obsolete,0.93,duplicate_invalid_spam,0.03
java595,socket.io-client-java,595,issue,open,False,Great latence when doing performance test,support_question,0.66,feature_request,0.13
java596,socket.io-client-java,596,issue,closed,False,Pass in namespace when the client connects，server error: `Error during data processing`,defect_fixed_or_obsolete,0.49,duplicate_invalid_spam,0.47
java597,socket.io-client-java,597,issue,closed,False,set proxy ,support_question,0.93,defect_fixed_or_obsolete,0.06
java598,socket.io-client-java,598,issue,closed,False,maven support?,support_question,0.54,docs_gap,0.3
java599,socket.io-client-java,599,issue,closed,False,toString result from org.json is not reliable,defect_current,0.84,defect_fixed_or_obsolete,0.15
java600,socket.io-client-java,600,issue,closed,False,Can't receive data if data contain non-English characters,defect_fixed_or_obsolete,0.76,support_question,0.22
java601,socket.io-client-java,601,issue,open,False,Socket getting disconnect after some time.,support_question,0.97,insufficient_evidence,0.01
java602,socket.io-client-java,602,issue,closed,False,Did not emit after socket.io reconnect ?,insufficient_evidence,0.91,defect_current,0.08
java603,socket.io-client-java,603,issue,closed,False,Sub directory can not connect，help me,support_question,0.78,defect_current,0.09
java604,socket.io-client-java,604,issue,closed,False,"There is no ""on"" method in socket object",docs_gap,0.86,defect_fixed_or_obsolete,0.1
java605,socket.io-client-java,605,issue,closed,False,ack.call( byte[] ); Can you support it? Thanks!,support_question,0.42,feature_request,0.32
java606,socket.io-client-java,606,issue,closed,False,Cleartext HTTP traffic not permitted on android 9,support_question,0.59,docs_gap,0.39
java607,socket.io-client-java,607,issue,open,False,Ktx support,feature_request,1,duplicate_invalid_spam,0
java608,socket.io-client-java,608,issue,closed,False,Unknown protocol: ws,support_question,0.99,docs_gap,0.01
java609,socket.io-client-java,609,issue,closed,False,java.lang.NullPointerException: Attempt to invoke virtual method 'int org.json.JSONArray.length()' on a null object reference,defect_fixed_or_obsolete,1,duplicate_invalid_spam,0
java610,socket.io-client-java,610,issue,closed,False,Query encoding problem when receiving on server,support_question,0.99,defect_fixed_or_obsolete,0.01
java611,socket.io-client-java,611,issue,open,False,kotlin.KotlinNullPointerException while using okhttp version 3.12.1,defect_fixed_or_obsolete,0.72,build_packaging_env,0.15
java612,socket.io-client-java,612,issue,open,False,Kotlin: No connection between my server and my client when i try to connect,support_question,0.83,defect_fixed_or_obsolete,0.14
java613,socket.io-client-java,613,pr,closed,False,Add headers to sending pockets,feature_request,0.52,pr_functional,0.28
java614,socket.io-client-java,614,issue,open,False,socket.io connection timeout does not working,defect_current,0.93,support_question,0.06
java615,socket.io-client-java,615,issue,closed,False,Cannot connect to socket-io flask server from my Android Application,support_question,0.61,docs_gap,0.22
java616,socket.io-client-java,616,issue,closed,False,How to select channel in connection?,support_question,0.93,insufficient_evidence,0.03
java617,socket.io-client-java,617,issue,closed,False,socket.emit and CountDownLatch,support_question,0.94,defect_current,0.05
java618,socket.io-client-java,618,issue,closed,False,Disconnect problems when running more than 4 Java clients on same JVM,support_question,0.73,docs_gap,0.21
java619,socket.io-client-java,619,issue,closed,False,"socket.io client can disconnect  immediatetly, it takes 2min to disconenct",duplicate_invalid_spam,0.81,insufficient_evidence,0.15
java620,socket.io-client-java,620,issue,closed,False,data loss,defect_current,0.65,insufficient_evidence,0.27
java621,socket.io-client-java,621,issue,closed,False,java.net.URISyntaxException: Illegal character in scheme name at index 0: 10.0.0.42:65432,support_question,0.99,docs_gap,0.01
java622,socket.io-client-java,622,issue,open,False,"""io.socket.client.SocketIOException: timeout"" (goes away after jvm restart)",defect_current,0.96,support_question,0.03
java623,socket.io-client-java,623,issue,closed,False,解决了,insufficient_evidence,0.73,duplicate_invalid_spam,0.27
java624,socket.io-client-java,624,issue,closed,False,Disconnect - transport error,support_question,0.89,defect_fixed_or_obsolete,0.06
java625,socket.io-client-java,625,issue,closed,False,Connection not established,support_question,0.54,defect_fixed_or_obsolete,0.37
java626,socket.io-client-java,626,issue,closed,False,[Android] .so file is not found when trying to use the socket.io-client library in Android app,duplicate_invalid_spam,0.85,build_packaging_env,0.13
java627,socket.io-client-java,627,pr,closed,True,docs: readme should state socket.io 2.x support,pr_non_functional,0.84,docs_gap,0.16
java628,socket.io-client-java,628,issue,open,False,This framework is not designed for multi-thread java application?,feature_request,0.57,support_question,0.23
java629,socket.io-client-java,629,issue,closed,False,OkHttp Dispatcher java.lang.NoSuchMethodError: No virtual method callEngineGetConnection,defect_fixed_or_obsolete,0.76,build_packaging_env,0.24
java630,socket.io-client-java,630,issue,closed,False,how to change query parameter in socket?,defect_fixed_or_obsolete,0.55,support_question,0.28
java631,socket.io-client-java,631,issue,closed,False,How to emit multiple arguments in a single emit?,support_question,0.98,defect_fixed_or_obsolete,0.01
java632,socket.io-client-java,632,issue,closed,False,Client close with reason ping timeout,defect_fixed_or_obsolete,0.86,support_question,0.13
java633,socket.io-client-java,633,issue,closed,False,"If you use node js and this library, this may help you",defect_fixed_or_obsolete,0.62,support_question,0.22
java634,socket.io-client-java,634,issue,closed,False,Ping Timeout - socket.io-client-java no longer working with latest socket.IO,defect_fixed_or_obsolete,0.81,support_question,0.18
java635,socket.io-client-java,635,issue,closed,False,Special characters in query,support_question,0.78,defect_fixed_or_obsolete,0.21
java636,socket.io-client-java,636,issue,closed,False,Repository supporting and development,support_question,0.98,insufficient_evidence,0.01
java637,socket.io-client-java,637,issue,closed,False,Connecting in Java to a Javascript server,support_question,0.96,defect_fixed_or_obsolete,0.02
java638,socket.io-client-java,638,issue,closed,False,Socket.io doesn't work when running in old Android device API 19,defect_fixed_or_obsolete,0.84,support_question,0.16
java639,socket.io-client-java,639,pr,closed,True,Update Readme - socket.io 3.x support notice,pr_non_functional,0.97,docs_gap,0.03
java640,socket.io-client-java,640,pr,closed,True,Update README.md,pr_non_functional,0.95,docs_gap,0.03
java642,socket.io-client-java,642,issue,closed,False,Always Crash on Connect,defect_fixed_or_obsolete,1,defect_current,0
java643,socket.io-client-java,643,issue,closed,False,Why some EVENTs are removed in v2?,support_question,0.8099999999999999,docs_gap,0.16
java644,socket.io-client-java,644,issue,closed,False,Not Getting chat list When we send emoji,defect_fixed_or_obsolete,0.46,support_question,0.45
java645,socket.io-client-java,645,issue,closed,False,"Constant ""xhr poll error"" when trying to establish a connection",defect_current,0.41,support_question,0.36
java646,socket.io-client-java,646,issue,closed,False,Client v.2.0.0 doesn't authorize on socket.io server v.2,support_question,0.86,defect_fixed_or_obsolete,0.09
java647,socket.io-client-java,647,issue,closed,False,Failed to connect - in android sample app,support_question,0.93,defect_fixed_or_obsolete,0.05
java648,socket.io-client-java,648,issue,closed,False,Unable to connect android Kotlin with python-socketio,support_question,0.87,defect_fixed_or_obsolete,0.1
java649,socket.io-client-java,649,issue,open,False,Document version 1.x.x,docs_gap,0.85,support_question,0.15
java650,socket.io-client-java,650,issue,closed,False,java.net.MalformedURLException: unknown protocol: wss,defect_fixed_or_obsolete,1,insufficient_evidence,0
java651,socket.io-client-java,651,issue,closed,False,It connect to server but cannot send or receive data,defect_fixed_or_obsolete,0.76,support_question,0.18
java652,socket.io-client-java,652,issue,closed,False,Recconnect event never fired,support_question,0.61,defect_fixed_or_obsolete,0.34
java653,socket.io-client-java,653,issue,closed,False,Android connection error (io.socket.engineio.client.EngineIOException: xhr poll),support_question,0.83,defect_current,0.1
java654,socket.io-client-java,654,issue,open,False,How to use a socket offline?,support_question,1,defect_fixed_or_obsolete,0
java655,socket.io-client-java,655,issue,open,False,use EVENT_CONNECTING in v2,support_question,0.97,feature_request,0.02
java656,socket.io-client-java,656,issue,open,False,Can I set Socket.id during connection If i remember previous socket id returned by server?,support_question,0.92,feature_request,0.08
java657,socket.io-client-java,657,issue,closed,False,io.socket.engineio.client.EngineIOException: server error,support_question,0.61,defect_fixed_or_obsolete,0.34
java658,socket.io-client-java,658,issue,closed,False,Socket.IO server in v2.x with a v3.x client,support_question,0.72,docs_gap,0.13
java659,socket.io-client-java,659,issue,closed,False,"Please help me, Socket not connecting to server",support_question,0.99,defect_fixed_or_obsolete,0.01
java660,socket.io-client-java,660,issue,closed,False,Is it possible to connect to a server that does not have the websocket transport?,defect_fixed_or_obsolete,0.36,support_question,0.35
java661,socket.io-client-java,661,issue,closed,False,How to customize the default URL(/socket.io/?EIO=...) in client and server?,support_question,1,defect_fixed_or_obsolete,0
java662,socket.io-client-java,662,issue,closed,False,Connection error,support_question,0.63,insufficient_evidence,0.22
java663,socket.io-client-java,663,issue,closed,False,Having emit issues,support_question,0.89,defect_current,0.08
java664,socket.io-client-java,664,issue,closed,False,why not merge this PR #517 ?,pr_functional,0.54,feature_request,0.42
java665,socket.io-client-java,665,issue,closed,False,EngineIOException: websocket error,support_question,0.85,defect_fixed_or_obsolete,0.13
java666,socket.io-client-java,666,issue,closed,False,Connection handshake is not completed,support_question,0.91,defect_fixed_or_obsolete,0.05
java667,socket.io-client-java,667,issue,closed,False,Problem with importing jars,build_packaging_env,0.8,support_question,0.2
java668,socket.io-client-java,668,issue,open,False,java.util.concurrent.ConcurrentLinkedQueue$Node cannot be cast to java.util.concurrent.ConcurrentHashMap$Node,defect_current,0.6,defect_fixed_or_obsolete,0.4
java669,socket.io-client-java,669,issue,open,False,Java 6,support_question,0.66,defect_fixed_or_obsolete,0.3
java670,socket.io-client-java,670,issue,closed,False,I have problem for receiving events,support_question,1,defect_current,0
java671,socket.io-client-java,671,issue,closed,False,Can't receive emit from server,support_question,0.98,defect_current,0.01
java672,socket.io-client-java,672,issue,open,False,when the internet connection is turned off / turned on,defect_current,0.6799999999999999,support_question,0.29
java673,socket.io-client-java,673,issue,open,False,Docmentation for v1,docs_gap,0.92,support_question,0.05
java674,socket.io-client-java,674,issue,closed,False,Calling the IO.Options.builder() kill the current thread,insufficient_evidence,0.58,support_question,0.28
java675,socket.io-client-java,675,issue,closed,False,How to select a netty-socketio version?,support_question,0.99,build_packaging_env,0.01
java676,socket.io-client-java,676,issue,closed,False,Spring Boot socket-io-client v1 does not emit to the socket.io server with ssl,support_question,0.66,defect_fixed_or_obsolete,0.31
java677,socket.io-client-java,677,pr,open,False,Change `ParsedURI` visibility to public,pr_functional,0.52,feature_request,0.45
java678,socket.io-client-java,678,issue,closed,False,Socket.io Server Url For Testing,support_question,1,defect_fixed_or_obsolete,0
java679,socket.io-client-java,679,issue,open,False,compile issues,build_packaging_env,0.9,insufficient_evidence,0.1
java680,socket.io-client-java,680,issue,open,False,Do you know any v3 or higher server?,support_question,0.97,duplicate_invalid_spam,0.03
java681,socket.io-client-java,681,pr,closed,False,update to 2.0.1,pr_functional,0.52,pr_non_functional,0.37
java682,socket.io-client-java,682,issue,open,False,EngineIOException: websocket error,support_question,0.93,defect_current,0.07
